ticker,name,market,currency,sector,sub_industry,headquarters,index_membership,snapshot_date,ticker_yahoo,currency_fixed
PEP,PepsiCo,US,USD,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,"Purchase, New York",SP500,2026-05-22,PEP,USD
PERP,Pernod Ricard,EU,EUR,"Food, Beverage and Tobacco",,France,STOXX600,2026-05-22,PERP.PA,EUR
PFE,Pfizer,US,USD,Health Care,Pharmaceuticals,"New York City, New York",SP500,2026-05-22,PFE,USD
PFG,Principal Financial Group,US,USD,Financials,Life & Health Insurance,"Des Moines, Iowa",SP500,2026-05-22,PFG,USD
PG,Procter & Gamble,US,USD,Consumer Staples,Personal Care Products,"Cincinnati, Ohio",SP500,2026-05-22,PG,USD
PGHN,Partners Group,EU,EUR,Financial Services,,Switzerland,STOXX600,2026-05-22,PGHN.SW,CHF
PGR,Progressive Corporation,US,USD,Financials,Property & Casualty Insurance,"Mayfield Village, Ohio",SP500,2026-05-22,PGR,USD
PH,Parker Hannifin,US,USD,Industrials,Industrial Machinery & Supplies & Components,"Cleveland, Ohio",SP500,2026-05-22,PH,USD
PHM,PulteGroup,US,USD,Consumer Discretionary,Homebuilding,"Atlanta, Georgia",SP500,2026-05-22,PHM,USD
PHNX,Phoenix Group,EU,EUR,Insurance,,United Kingdom,STOXX600,2026-05-22,PHNX.L,GBP
PIRC,Pirelli,EU,EUR,Automobiles and Parts,,Italy,STOXX600,2026-05-22,PIRC.MI,EUR
PKG,Packaging Corporation of America,US,USD,Materials,Paper & Plastic Packaging Products & Materials,"Lake Forest, Illinois",SP500,2026-05-22,PKG,USD
PLD,Prologis,US,USD,Real Estate,Industrial REITs,"San Francisco, California",SP500,2026-05-22,PLD,USD
PLPH,PolyPeptide,EU,EUR,Health Care,,Switzerland,STOXX600,2026-05-22,PLPH.SW,CHF
PLTR,Palantir Technologies,US,USD,Information Technology,Application Software,"Aventura, Florida",SP500,2026-05-22,PLTR,USD
PM,Philip Morris International,US,USD,Consumer Staples,Tobacco,"New York City, New York",SP500,2026-05-22,PM,USD
PNC,PNC Financial Services,US,USD,Financials,Diversified Banks,"Pittsburgh, Pennsylvania",SP500,2026-05-22,PNC,USD
PNL,PostNL,EU,EUR,Industrial Goods and Services,,Netherlands,STOXX600,2026-05-22,PNL.AS,EUR
PNN,Pennon Group,EU,EUR,Utilities,,United Kingdom,STOXX600,2026-05-22,PNN.L,GBP
PNR,Pentair,US,USD,Industrials,Industrial Machinery & Supplies & Components,"Worsley, United Kingdom",SP500,2026-05-22,PNR,USD
PNW,Pinnacle West Capital,US,USD,Utilities,Multi-Utilities,"Phoenix, Arizona",SP500,2026-05-22,PNW,USD
PODD,Insulet Corporation,US,USD,Health Care,Health Care Equipment,"Acton, Massachusetts",SP500,2026-05-22,PODD,USD
POOL,Pool Corporation,US,USD,Consumer Discretionary,Distributors,"Covington, Louisiana",SP500,2026-05-22,POOL,USD
PPG,PPG Industries,US,USD,Materials,Specialty Chemicals,"Pittsburgh, Pennsylvania",SP500,2026-05-22,PPG,USD
PPL,PPL Corporation,US,USD,Utilities,Electric Utilities,"Allentown, Pennsylvania",SP500,2026-05-22,PPL,USD
PROX,Proximus,EU,EUR,Telecommunications,,Belgium,STOXX600,2026-05-22,PROX.BR,EUR
PRU,Prudential Financial,US,USD,Financials,Life & Health Insurance,"Newark, New Jersey",SP500,2026-05-22,PRU,USD
PRY,Prysmian,EU,EUR,Industrial Goods and Services,,Italy,STOXX600,2026-05-22,PRY.MI,EUR
PSA,Public Storage,US,USD,Real Estate,Self-Storage REITs,"Glendale, California",SP500,2026-05-22,PSA,USD
PSKY,Paramount Skydance Corporation,US,USD,Communication Services,Movies & Entertainment,"Los Angeles, California",SP500,2026-05-22,PSKY,USD
PSN,Persimmon plc,EU,EUR,Consumer Products and Services,,United Kingdom,STOXX600,2026-05-22,PSN.L,GBP
PSON,Pearson,EU,EUR,Media,,United Kingdom,STOXX600,2026-05-22,PSON.L,GBP
PST,Poste Italiane,EU,EUR,Insurance,,Italy,STOXX600,2026-05-22,PST.MI,EUR
PSX,Phillips 66,US,USD,Energy,Oil & Gas Refining & Marketing,"Houston, Texas",SP500,2026-05-22,PSX,USD
PTC,PTC Inc.,US,USD,Information Technology,Application Software,"Boston, Massachusetts",SP500,2026-05-22,PTC,USD
PUM,Puma,EU,EUR,Consumer Products and Services,,Germany,STOXX600,2026-05-22,PUM.DE,EUR
PWR,Quanta Services,US,USD,Industrials,Construction & Engineering,"Houston, Texas",SP500,2026-05-22,PWR,USD
PYPL,PayPal,US,USD,Financials,Transaction & Payment Processing Services,"San Jose, California",SP500,2026-05-22,PYPL,USD
Q,Qnity Electronics,US,USD,Information Technology,Semiconductor Materials & Equipment,"Wilmington, Delaware",SP500,2026-05-22,Q,USD
QCOM,Qualcomm,US,USD,Information Technology,Semiconductors,"San Diego, California",SP500,2026-05-22,QCOM,USD
QIA,Qiagen,EU,EUR,Health Care,,Netherlands,STOXX600,2026-05-22,QIA.AS,EUR
QLT,Quilter,EU,EUR,Financial Services,,United Kingdom,STOXX600,2026-05-22,QLT.L,GBP
RBI,Raiffeisen Bank International,EU,EUR,Banks,,Austria,STOXX600,2026-05-22,RBI.VI,EUR
RCL,Royal Caribbean Group,US,USD,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",SP500,2026-05-22,RCL,USD
RCO,Rémy Cointreau,EU,EUR,"Food, Beverage and Tobacco",,France,STOXX600,2026-05-22,RCO.PA,EUR
REC,Recordati,EU,EUR,Health Care,,Italy,STOXX600,2026-05-22,REC.MI,EUR
RED,Redeia,EU,EUR,Utilities,,Spain,STOXX600,2026-05-22,RED.MC,EUR
REG,Regency Centers,US,USD,Real Estate,Retail REITs,"Jacksonville, Florida",SP500,2026-05-22,REG,USD
REGN,Regeneron Pharmaceuticals,US,USD,Health Care,Biotechnology,"Tarrytown, New York",SP500,2026-05-22,REGN,USD
REL,RELX,EU,EUR,Media,,United Kingdom,STOXX600,2026-05-22,REL.L,GBP
RENA,Renault,EU,EUR,Automobiles and Parts,,France,STOXX600,2026-05-22,RENA.PA,EUR
REP,Repsol,EU,EUR,Energy,,Spain,STOXX600,2026-05-22,REP.MC,EUR
RF,Regions Financial Corporation,US,USD,Financials,Regional Banks,"Birmingham, Alabama",SP500,2026-05-22,RF,USD
RHM,Rheinmetall,EU,EUR,Industrial Goods and Services,,Germany,STOXX600,2026-05-22,RHM.DE,EUR
RIGN,Transocean,EU,EUR,Energy,,Switzerland,STOXX600,2026-05-22,RIGN.SW,CHF
RIO,Rio Tinto Group,EU,EUR,Basic Resources,,United Kingdom,STOXX600,2026-05-22,RIO.L,GBP
RJF,Raymond James Financial,US,USD,Financials,Investment Banking & Brokerage,"St. Petersburg, Florida",SP500,2026-05-22,RJF,USD
RKT,Reckitt,EU,EUR,"Personal Care, Drug and Grocery Stores",,United Kingdom,STOXX600,2026-05-22,RKT.L,GBP
RL,Ralph Lauren Corporation,US,USD,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York City, New York",SP500,2026-05-22,RL,USD
RMD,ResMed,US,USD,Health Care,Health Care Equipment,"San Diego, California",SP500,2026-05-22,RMD,USD
RMS,Hermès,EU,EUR,Consumer Products and Services,,France,STOXX600,2026-05-22,RMS.PA,EUR
RMV,Rightmove,EU,EUR,Real Estate,,United Kingdom,STOXX600,2026-05-22,RMV.L,GBP
RNL,Renault,EU,EUR,Automobiles and Parts,,France,STOXX600,2026-05-22,RNL.PA,EUR
ROG,Roche Holding,EU,EUR,Health Care,,Switzerland,STOXX600,2026-05-22,ROG.SW,CHF
ROK,Rockwell Automation,US,USD,Industrials,Electrical Components & Equipment,"Milwaukee, Wisconsin",SP500,2026-05-22,ROK,USD
ROL,"Rollins, Inc.",US,USD,Industrials,Environmental & Facilities Services,"Atlanta, Georgia",SP500,2026-05-22,ROL,USD
ROP,Roper Technologies,US,USD,Information Technology,Electronic Equipment & Instruments,"Sarasota, Florida",SP500,2026-05-22,ROP,USD
ROST,Ross Stores,US,USD,Consumer Discretionary,Apparel Retail,"Dublin, California",SP500,2026-05-22,ROST,USD
RR,Rolls-Royce Holdings,EU,EUR,Industrial Goods and Services,,United Kingdom,STOXX600,2026-05-22,RR.L,GBP
RR.,Rolls-Royce,EU,EUR,Industrial Goods and Services,,United Kingdom,STOXX600,2026-05-22,RR.,EUR
RSG,Republic Services,US,USD,Industrials,Environmental & Facilities Services,"Phoenix, Arizona",SP500,2026-05-22,RSG,USD
RTO,Rentokil Initial,EU,EUR,Industrial Goods and Services,,United Kingdom,STOXX600,2026-05-22,RTO.L,GBP
RTX,RTX Corporation,US,USD,Industrials,Aerospace & Defense,"Waltham, Massachusetts",SP500,2026-05-22,RTX,USD
RVTY,Revvity,US,USD,Health Care,Health Care Equipment,"Waltham, Massachusetts",SP500,2026-05-22,RVTY,USD
RWE,RWE,EU,EUR,Utilities,,Germany,STOXX600,2026-05-22,RWE.DE,EUR
RXL,Rexel,EU,EUR,Industrial Goods and Services,,France,STOXX600,2026-05-22,RXL.PA,EUR
S4,S4 Capital,EU,EUR,Media,,United Kingdom,STOXX600,2026-05-22,S4.L,GBP
SAB,Banco Sabadell,EU,EUR,Banks,,Spain,STOXX600,2026-05-22,SAB.MC,EUR
SAF,Safran,EU,EUR,Industrial Goods and Services,,France,STOXX600,2026-05-22,SAF.PA,EUR
SALM,SalMar,EU,EUR,"Food, Beverage and Tobacco",,Norway,STOXX600,2026-05-22,SALM.OL,NOK
SAMPO,Sampo Group,EU,EUR,Insurance,,Finland,STOXX600,2026-05-22,SAMPO.HE,EUR
SAN,Banco Santander,EU,EUR,Banks,,Spain,STOXX600,2026-05-22,SAN.MC,EUR
SAND,Sandvik AB,EU,EUR,Industrial Goods and Services,,Sweden,STOXX600,2026-05-22,SAND.ST,SEK
SANO,Sanoma,EU,EUR,Media,,Finland,STOXX600,2026-05-22,SANO.HE,EUR
SAP,SAP,EU,EUR,Technology,,Germany,STOXX600,2026-05-22,SAP,EUR
SASY,Sanofi,EU,EUR,Health Care,,France,STOXX600,2026-05-22,SASY.PA,EUR
SATS,EchoStar,US,USD,Communication Services,Wireless Telecommunication Services,"Englewood, Colorado",SP500,2026-05-22,SATS,USD
SBAC,SBA Communications,US,USD,Real Estate,Telecom Tower REITs,"Boca Raton, Florida",SP500,2026-05-22,SBAC,USD
SBRY,Sainsbury's,EU,EUR,"Personal Care, Drug and Grocery Stores",,United Kingdom,STOXX600,2026-05-22,SBRY.L,GBP
SBUX,Starbucks,US,USD,Consumer Discretionary,Restaurants,"Seattle, Washington",SP500,2026-05-22,SBUX,USD
SCHA,Schibsted,EU,EUR,Media,,Norway,STOXX600,2026-05-22,SCHA.OL,NOK
SCHN,Schneider Electric,EU,EUR,Industrial Goods and Services,,France,STOXX600,2026-05-22,SCHN.PA,EUR
SCHP,Schindler Group,EU,EUR,Industrial Goods and Services,,Switzerland,STOXX600,2026-05-22,SCHP.SW,CHF
SCHW,Charles Schwab Corporation,US,USD,Financials,Investment Banking & Brokerage,"Westlake, Texas",SP500,2026-05-22,SCHW,USD
SCMN,Swisscom,EU,EUR,Telecommunications,,Switzerland,STOXX600,2026-05-22,SCMN.SW,CHF
SCR,SCOR SE,EU,EUR,Insurance,,France,STOXX600,2026-05-22,SCR.PA,EUR
SCT,Softcat,EU,EUR,Technology,,United Kingdom,STOXX600,2026-05-22,SCT.L,GBP
SDR,Schroders,EU,EUR,Financial Services,,United Kingdom,STOXX600,2026-05-22,SDR.L,GBP
SDZ,Sandoz,EU,EUR,Health Care,,Switzerland,STOXX600,2026-05-22,SDZ.SW,CHF
SEB,Skandinaviska Enskilda Banken,EU,EUR,Banks,,Sweden,STOXX600,2026-05-22,SEB.ST,SEK
SECU B,Securitas AB,EU,EUR,Industrial Goods and Services,,Sweden,STOXX600,2026-05-22,SECU-B.ST,SEK
SGE,Sage Group,EU,EUR,Technology,,United Kingdom,STOXX600,2026-05-22,SGE.L,GBP
SGEF,Vinci SA,EU,EUR,Construction and Materials,,France,STOXX600,2026-05-22,SGEF.PA,EUR
SGO,Saint-Gobain,EU,EUR,Construction and Materials,,France,STOXX600,2026-05-22,SGO.PA,EUR
SGOB,Saint-Gobain,EU,EUR,Construction and Materials,,France,STOXX600,2026-05-22,SGOB.PA,EUR
SGRO,Segro,EU,EUR,Real Estate,,United Kingdom,STOXX600,2026-05-22,SGRO.L,GBP
SGSN,SGS S.A.,EU,EUR,Industrial Goods and Services,,Switzerland,STOXX600,2026-05-22,SGSN.SW,CHF
SHB B,Svenska Handelsbanken,EU,EUR,Banks,,Sweden,STOXX600,2026-05-22,SHB-B.ST,SEK
SHEL,Shell plc,EU,EUR,Energy,,United Kingdom,STOXX600,2026-05-22,SHEL.L,GBP
SHW,Sherwin-Williams,US,USD,Materials,Specialty Chemicals,"Cleveland, Ohio",SP500,2026-05-22,SHW,USD
SIE,Siemens,EU,EUR,Industrial Goods and Services,,Germany,STOXX600,2026-05-22,SIE.DE,EUR
SIG,SIG Group,EU,EUR,Industrial Goods and Services,,Switzerland,STOXX600,2026-05-22,SIG.SW,CHF
SIKA,Sika,EU,EUR,Construction and Materials,,Switzerland,STOXX600,2026-05-22,SIKA.SW,CHF
SIX2,Sixt,EU,EUR,Consumer Products and Services,,Germany,STOXX600,2026-05-22,SIX2.DE,EUR
SJM,J.M. Smucker Company (The),US,USD,Consumer Staples,Packaged Foods & Meats,"Orrville, Ohio",SP500,2026-05-22,SJM,USD
SKA B,Skanska,EU,EUR,Construction and Materials,,Sweden,STOXX600,2026-05-22,SKA-B.ST,SEK
SKF B,SKF,EU,EUR,Industrial Goods and Services,,Sweden,STOXX600,2026-05-22,SKF-B.ST,SEK
SKFb,SKF,EU,EUR,Industrial Goods and Services,,Sweden,STOXX600,2026-05-22,SKFb.ST,SEK
SKG,Smurfit Kappa,EU,EUR,Industrial Goods and Services,,Ireland,STOXX600,2026-05-22,SKG.IR,EUR
SKY,Sky Group,EU,EUR,Media,,United Kingdom,STOXX600,2026-05-22,SKY.L,GBP
SLB,Schlumberger,US,USD,Energy,Oil & Gas Equipment & Services,"Houston, Texas",SP500,2026-05-22,SLB,USD
SLHN,Swiss Life,EU,EUR,Insurance,,Switzerland,STOXX600,2026-05-22,SLHN.SW,CHF
SMCI,Supermicro,US,USD,Information Technology,"Technology Hardware, Storage & Peripherals","San Jose, California",SP500,2026-05-22,SMCI,USD
SMDS,DS Smith,EU,EUR,Industrial Goods and Services,,United Kingdom,STOXX600,2026-05-22,SMDS.L,GBP
SMIN,Smiths Group,EU,EUR,Industrial Goods and Services,,United Kingdom,STOXX600,2026-05-22,SMIN.L,GBP
SMT,Scottish Mortgage Investment Trust,EU,EUR,Financial Services,,United Kingdom,STOXX600,2026-05-22,SMT.L,GBP
SN,Smith & Nephew,EU,EUR,Health Care,,United Kingdom,STOXX600,2026-05-22,SN.L,GBP
SN.,Smith & Nephew,EU,EUR,Health Care,,United Kingdom,STOXX600,2026-05-22,SN.,EUR
SNA,Snap-on,US,USD,Industrials,Industrial Machinery & Supplies & Components,"Kenosha, Wisconsin",SP500,2026-05-22,SNA,USD
SNDK,Sandisk,US,USD,Information Technology,"Technology Hardware, Storage & Peripherals","Milpitas, California",SP500,2026-05-22,SNDK,USD
SNPS,Synopsys,US,USD,Information Technology,Application Software,"Sunnyvale, California",SP500,2026-05-22,SNPS,USD
SNY,Sanofi,EU,EUR,Health Care,,France,STOXX600,2026-05-22,SNY.PA,EUR
SO,Southern Company,US,USD,Utilities,Electric Utilities,"Atlanta, Georgia",SP500,2026-05-22,SO,USD
SOGN,Société Générale,EU,EUR,Banks,,France,STOXX600,2026-05-22,SOGN.PA,EUR
SOLB,Solvay,EU,EUR,Chemicals,,Belgium,STOXX600,2026-05-22,SOLB.BR,EUR
SOLV,Solventum,US,USD,Health Care,Health Care Technology,"Saint Paul, Minnesota",SP500,2026-05-22,SOLV,USD
SON,Sonova,EU,EUR,Health Care,,Switzerland,STOXX600,2026-05-22,SON.SW,CHF
SOON,Sonova,EU,EUR,Health Care,,Switzerland,STOXX600,2026-05-22,SOON.SW,CHF
SOW,Software,EU,EUR,Technology,,Germany,STOXX600,2026-05-22,SOW.DE,EUR
SPG,Simon Property Group,US,USD,Real Estate,Retail REITs,"Indianapolis, Indiana",SP500,2026-05-22,SPG,USD
SPGI,S&P Global,US,USD,Financials,Financial Exchanges & Data,"New York City, New York",SP500,2026-05-22,SPGI,USD
SPSN,Swiss Prime Site,EU,EUR,Real Estate,,Switzerland,STOXX600,2026-05-22,SPSN.SW,CHF
SPX,Spirax-Sarco Engineering,EU,EUR,Industrial Goods and Services,,United Kingdom,STOXX600,2026-05-22,SPX.L,GBP
SRB,Storebrand,EU,EUR,Insurance,,Norway,STOXX600,2026-05-22,SRB.OL,NOK
SRE,Sempra,US,USD,Utilities,Multi-Utilities,"San Diego, California",SP500,2026-05-22,SRE,USD
SRENH,Swiss Re,EU,EUR,Insurance,,Switzerland,STOXX600,2026-05-22,SRENH.SW,CHF
SRG,Snam,EU,EUR,Energy,,Italy,STOXX600,2026-05-22,SRG.MI,EUR
SRT3,Sartorius,EU,EUR,Health Care,,Germany,STOXX600,2026-05-22,SRT3.DE,EUR
SSE,SSE plc,EU,EUR,Utilities,,United Kingdom,STOXX600,2026-05-22,SSE.L,GBP
STAN,Standard Chartered,EU,EUR,Banks,,United Kingdom,STOXX600,2026-05-22,STAN.L,GBP
STE,Steris,US,USD,Health Care,Health Care Equipment,"Dublin, Ireland",SP500,2026-05-22,STE,USD
STER,Stora Enso,EU,EUR,Basic Resources,,Finland,STOXX600,2026-05-22,STER.HE,EUR
STJ,St. James's Place,EU,EUR,Financial Services,,United Kingdom,STOXX600,2026-05-22,STJ.L,GBP
STLAM,Stellantis,EU,EUR,Automobiles and Parts,,Netherlands,STOXX600,2026-05-22,STLAM.AS,EUR
STLD,Steel Dynamics,US,USD,Materials,Steel,"Fort Wayne, Indiana",SP500,2026-05-22,STLD,USD
STMN,Straumann,EU,EUR,Health Care,,Switzerland,STOXX600,2026-05-22,STMN.SW,CHF
STMPA,STMicroelectronics,EU,EUR,Technology,,Netherlands,STOXX600,2026-05-22,STMPA.AS,EUR
STT,State Street Corporation,US,USD,Financials,Asset Management & Custody Banks,"Boston, Massachusetts",SP500,2026-05-22,STT,USD
STX,Seagate Technology,US,USD,Information Technology,"Technology Hardware, Storage & Peripherals","Dublin, Ireland",SP500,2026-05-22,STX,USD
STZ,Constellation Brands,US,USD,Consumer Staples,Distillers & Vintners,"Rochester, New York",SP500,2026-05-22,STZ,USD
SU,Schneider Electric,EU,EUR,Industrial Goods and Services,,France,STOXX600,2026-05-22,SU.PA,EUR
SVT,Severn Trent,EU,EUR,Utilities,,United Kingdom,STOXX600,2026-05-22,SVT.L,GBP
SW,Smurfit Westrock,US,USD,Materials,Paper & Plastic Packaging Products & Materials,"Dublin, Ireland",SP500,2026-05-22,SW,USD
SWECO B,Sweco,EU,EUR,Construction and Materials,,Sweden,STOXX600,2026-05-22,SWECO-B.ST,SEK
SWED A,Swedbank,EU,EUR,Banks,,Sweden,STOXX600,2026-05-22,SWED-A.ST,SEK
SWK,Stanley Black & Decker,US,USD,Industrials,Industrial Machinery & Supplies & Components,"New Britain, Connecticut",SP500,2026-05-22,SWK,USD
SWKS,Skyworks Solutions,US,USD,Information Technology,Semiconductors,"Irvine, California",SP500,2026-05-22,SWKS,USD
SWMA,Swedish Match,EU,EUR,"Food, Beverage and Tobacco",,Sweden,STOXX600,2026-05-22,SWMA.ST,SEK
SXS,Spectris,EU,EUR,Industrial Goods and Services,,United Kingdom,STOXX600,2026-05-22,SXS.L,GBP
SY1,Symrise,EU,EUR,Chemicals,,Germany,STOXX600,2026-05-22,SY1.DE,EUR
SYF,Synchrony Financial,US,USD,Financials,Consumer Finance,"Stamford, Connecticut",SP500,2026-05-22,SYF,USD
SYK,Stryker Corporation,US,USD,Health Care,Health Care Equipment,"Kalamazoo, Michigan",SP500,2026-05-22,SYK,USD
SYY,Sysco,US,USD,Consumer Staples,Food Distributors,"Houston, Texas",SP500,2026-05-22,SYY,USD
T,AT&T,US,USD,Communication Services,Integrated Telecommunication Services,"Dallas, Texas",SP500,2026-05-22,T,USD
TAP,Molson Coors Beverage Company,US,USD,Consumer Staples,Brewers,"Chicago, Illinois",SP500,2026-05-22,TAP,USD
TATE,Tate & Lyle,EU,EUR,"Food, Beverage and Tobacco",,United Kingdom,STOXX600,2026-05-22,TATE.L,GBP
TDG,TransDigm Group,US,USD,Industrials,Aerospace & Defense,"Cleveland, Ohio",SP500,2026-05-22,TDG,USD
TDY,Teledyne Technologies,US,USD,Information Technology,Electronic Equipment & Instruments,"Thousand Oaks, California",SP500,2026-05-22,TDY,USD
TECH,Bio-Techne,US,USD,Health Care,Life Sciences Tools & Services,"Minneapolis, Minnesota",SP500,2026-05-22,TECH,USD
TEF,Telefónica,EU,EUR,Telecommunications,,Spain,STOXX600,2026-05-22,TEF.MC,EUR
TEL,TE Connectivity,US,USD,Information Technology,Electronic Manufacturing Services,"Galway, Ireland",SP500,2026-05-22,TEL,USD
TEL2 B,Tele2,EU,EUR,Telecommunications,,Sweden,STOXX600,2026-05-22,TEL2-B.ST,SEK
TEL2b,Tele2,EU,EUR,Telecommunications,,Sweden,STOXX600,2026-05-22,TEL2b.ST,SEK
TELIA,Telia Company,EU,EUR,Telecommunications,,Sweden,STOXX600,2026-05-22,TELIA.ST,SEK
TEMN,Temenos Group,EU,EUR,Technology,,Switzerland,STOXX600,2026-05-22,TEMN.SW,CHF
TEN,Tenaris,EU,EUR,Energy,,Luxembourg,STOXX600,2026-05-22,TEN.LU,EUR
TEP,Teleperformance,EU,EUR,Industrial Goods and Services,,France,STOXX600,2026-05-22,TEP.PA,EUR
TER,Teradyne,US,USD,Information Technology,Semiconductor Materials & Equipment,"North Reading, Massachusetts",SP500,2026-05-22,TER,USD
TEV,Teva Pharmaceutical Industries,EU,EUR,Health Care,,Israel,STOXX600,2026-05-22,TEV.DE,EUR
TFC,Truist Financial,US,USD,Financials,Diversified Banks,"Charlotte, North Carolina",SP500,2026-05-22,TFC,USD
TGS,TGS,EU,EUR,Energy,,Norway,STOXX600,2026-05-22,TGS.OL,NOK
TGT,Target Corporation,US,USD,Consumer Staples,Consumer Staples Merchandise Retail,"Minneapolis, Minnesota",SP500,2026-05-22,TGT,USD
THL,Thales,EU,EUR,Industrial Goods and Services,,France,STOXX600,2026-05-22,THL.PA,EUR
TIGO,Millicom,EU,EUR,Telecommunications,,Sweden,STOXX600,2026-05-22,TIGO.ST,SEK
TIT,Telecom Italia,EU,EUR,Telecommunications,,Italy,STOXX600,2026-05-22,TIT.MI,EUR
TJW,Taylor Wimpey,EU,EUR,Consumer Products and Services,,United Kingdom,STOXX600,2026-05-22,TJW.L,GBP
TJX,TJX Companies,US,USD,Consumer Discretionary,Apparel Retail,"Framingham, Massachusetts",SP500,2026-05-22,TJX,USD
TKA,ThyssenKrupp,EU,EUR,Industrial Goods and Services,,Germany,STOXX600,2026-05-22,TKA.DE,EUR
TKO,TKO Group Holdings,US,USD,Communication Services,Movies & Entertainment,"New York City, New York",SP500,2026-05-22,TKO,USD
TLX,Talanx,EU,EUR,Insurance,,Germany,STOXX600,2026-05-22,TLX.DE,EUR
TMO,Thermo Fisher Scientific,US,USD,Health Care,Life Sciences Tools & Services,"Waltham, Massachusetts",SP500,2026-05-22,TMO,USD
TMUS,T-Mobile US,US,USD,Communication Services,Wireless Telecommunication Services,"Bellevue, Washington",SP500,2026-05-22,TMUS,USD
TMV,TeamViewer,EU,EUR,Technology,,Germany,STOXX600,2026-05-22,TMV.DE,EUR
TOM,TomTom,EU,EUR,Technology,,Netherlands,STOXX600,2026-05-22,TOM.AS,EUR
TPG,Telecom Plus,EU,EUR,Telecommunications,,United Kingdom,STOXX600,2026-05-22,TPG.L,GBP
TPK,Travis Perkins,EU,EUR,Retail,,United Kingdom,STOXX600,2026-05-22,TPK.L,GBP
TPL,Texas Pacific Land Corporation,US,USD,Energy,Oil & Gas Exploration & Production,"Dallas, Texas",SP500,2026-05-22,TPL,USD
TPR,"Tapestry, Inc.",US,USD,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York City, New York",SP500,2026-05-22,TPR,USD
TREL B,Trelleborg,EU,EUR,Industrial Goods and Services,,Sweden,STOXX600,2026-05-22,TREL-B.ST,SEK
TRGP,Targa Resources,US,USD,Energy,Oil & Gas Storage & Transportation,"Houston, Texas",SP500,2026-05-22,TRGP,USD
TRMB,Trimble Inc.,US,USD,Information Technology,Application Software,"Westminster, Colorado",SP500,2026-05-22,TRMB,USD
TRN,Terna,EU,EUR,Utilities,,Italy,STOXX600,2026-05-22,TRN.MI,EUR
TROW,T. Rowe Price,US,USD,Financials,Asset Management & Custody Banks,"Baltimore, Maryland",SP500,2026-05-22,TROW,USD
TRV,Travelers Companies (The),US,USD,Financials,Property & Casualty Insurance,"New York City, New York",SP500,2026-05-22,TRV,USD
TRYG,Tryg,EU,EUR,Insurance,,Denmark,STOXX600,2026-05-22,TRYG.CO,DKK
TSCO,Tractor Supply,US,USD,Consumer Discretionary,Other Specialty Retail,"Brentwood, Tennessee",SP500,2026-05-22,TSCO,USD
TSLA,"Tesla, Inc.",US,USD,Consumer Discretionary,Automobile Manufacturers,"Austin, Texas",SP500,2026-05-22,TSLA,USD
TSN,Tyson Foods,US,USD,Consumer Staples,Packaged Foods & Meats,"Springdale, Arkansas",SP500,2026-05-22,TSN,USD
TT,Trane Technologies,US,USD,Industrials,Building Products,"Dublin, Ireland",SP500,2026-05-22,TT,USD
TTD,Trade Desk (The),US,USD,Communication Services,Advertising,"Ventura, California",SP500,2026-05-22,TTD,USD
TTE,TotalEnergies,EU,EUR,Energy,,France,STOXX600,2026-05-22,TTE.PA,EUR
TTWO,Take-Two Interactive,US,USD,Communication Services,Interactive Home Entertainment,"New York City, New York",SP500,2026-05-22,TTWO,USD
TUI,TUI Group,EU,EUR,Travel and Leisure,,Germany,STOXX600,2026-05-22,TUI.DE,EUR
TXN,Texas Instruments,US,USD,Information Technology,Semiconductors,"Dallas, Texas",SP500,2026-05-22,TXN,USD
TXT,Textron,US,USD,Industrials,Aerospace & Defense,"Providence, Rhode Island",SP500,2026-05-22,TXT,USD
TYL,Tyler Technologies,US,USD,Information Technology,Application Software,"Plano, Texas",SP500,2026-05-22,TYL,USD
UAL,United Airlines Holdings,US,USD,Industrials,Passenger Airlines,"Chicago, Illinois",SP500,2026-05-22,UAL,USD
UBER,Uber,US,USD,Industrials,Passenger Ground Transportation,"San Francisco, California",SP500,2026-05-22,UBER,USD
UBI,Ubisoft,EU,EUR,Consumer Products and Services,,France,STOXX600,2026-05-22,UBI.PA,EUR
UBSG,UBS Group,EU,EUR,Banks,,Switzerland,STOXX600,2026-05-22,UBSG.SW,CHF
UC,UniCredit,EU,EUR,Banks,,Italy,STOXX600,2026-05-22,UC.MI,EUR
UDR,"UDR, Inc.",US,USD,Real Estate,Multi-Family Residential REITs,"Highlands Ranch, Colorado",SP500,2026-05-22,UDR,USD
UHR,Swatch Group,EU,EUR,Consumer Products and Services,,Switzerland,STOXX600,2026-05-22,UHR.SW,CHF
UHS,Universal Health Services,US,USD,Health Care,Health Care Facilities,"King of Prussia, Pennsylvania",SP500,2026-05-22,UHS,USD
ULTA,Ulta Beauty,US,USD,Consumer Discretionary,Other Specialty Retail,"Bolingbrook, Illinois",SP500,2026-05-22,ULTA,USD
ULVR,Unilever,EU,EUR,"Personal Care, Drug and Grocery Stores",,United Kingdom,STOXX600,2026-05-22,ULVR.L,GBP
UMG,Universal Music Group,EU,EUR,Media,,Netherlands,STOXX600,2026-05-22,UMG.AS,EUR
